engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,239,TGT,eng,liv,0,1665744151.351,1665744158.765
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,280,TGT,eng,liv,33,1665744159.453,1665744170.069
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,80,TGT,eng,liv,67,1665744170.748,1665744180.877
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,380,TGT,eng,liv,1,1665744181.493,1665744191.397
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,275,TGT,eng,liv,33,1665744192.005,1665744216.414
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,238,TGT,eng,liv,68,1665744217.1,1665744240.426
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,395,TGT,eng,liv,33,1665744241.108,1665744253.533
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,56,TGT,eng,liv,32,1665744254.277,1665744264.021
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,370,BAD,eng,liv,34,1665744264.665,1665744275.251
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,80,TGT,eng,liv,0,1665744275.965,1665744290.822
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,280,TGT,eng,liv,34,1665744291.602,1665744300.814
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,264,TGT,eng,liv,67,1665744301.523,1665744312.214
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,300,TGT,eng,liv,0,1665744313.307,1665744319.369
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,56,TGT,eng,liv,33,1665744320.093,1665744332.601
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,238,TGT,eng,liv,33,1665744333.399,1665744342.197
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,275,BAD,eng,liv,0,1665744342.969,1665744350.701
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,171,TGT,eng,liv,35,1665744352.576,1665744360.365
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,225,BAD,eng,liv,0,1665744361.237,1665744368.666
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,80,TGT,eng,liv,100,1665744370.567,1665744381.326
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,400,TGT,eng,liv,67,1665744383.549,1665744388.665
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,395,TGT,eng,liv,0,1665744389.504,1665744399.062
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,56,TGT,eng,liv,33,1665744399.917,1665744415.354
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,275,TGT,eng,liv,34,1665744416.201,1665744428.723
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,386,BAD,eng,liv,0,1665744429.548,1665744439.033
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,171,TGT,eng,liv,0,1665744440.297,1665744447.97
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,264,TGT,eng,liv,33,1665744449.717,1665744458.021
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,171,BAD,eng,liv,0,1665744458.953,1665744467.764
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,271,TGT,eng,liv,0,1665744468.642,1665744473.592
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,238,TGT,eng,liv,33,1665744474.422,1665744484.376
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,225,TGT,eng,liv,0,1665744485.304,1665744492.683
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,225,TGT,eng,liv,0,1665744493.596,1665744516.12
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,275,TGT,eng,liv,33,1665744520.35,1665744534.457
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,238,TGT,eng,liv,33,1665744535.393,1665744545.821
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,225,BAD,eng,liv,0,1665744546.881,1665744560.205
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,300,TGT,eng,liv,33,1665744561.161,1665744573.693
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,271,TGT,eng,liv,33,1665744574.63,1665744583.433
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,80,TGT,eng,liv,100,1665744584.413,1665744591.813
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,370,TGT,eng,liv,34,1665744593.571,1665744606.498
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,386,TGT,eng,liv,32,1665744607.927,1665744618.649
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,264,TGT,eng,liv,67,1665744631.159,1665744640.297
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,56,TGT,eng,liv,34,1665744641.362,1665744650.878
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,380,TGT,eng,liv,0,1665744651.858,1665744661.609
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,271,BAD,eng,liv,32,1665744662.658,1665744670.588
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,264,TGT,eng,liv,32,1665744671.618,1665744677.177
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,80,TGT,eng,liv,67,1665744678.922,1665744688.673
engliv0d03,generaltest2022.en-liv.hyp.Liv4ever.liv.txt,370,TGT,eng,liv,34,1665744689.776,1665744704.477
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,370,TGT,eng,liv,0,1665744706.053,1665744713.997
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,189,TGT,eng,liv,33,1665744715.037,1665744722.681
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,380,BAD,eng,liv,33,1665744723.735,1665744743.933
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,300,TGT,eng,liv,67,1665744745.033,1665744756.145
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,300,TGT,eng,liv,67,1665744757.875,1665744768.217
engliv0d03,generaltest2022.en-liv.hyp.HuaweiTSC.liv.txt,275,TGT,eng,liv,33,1665744769.275,1665744789.409
engliv0d03,generaltest2022.en-liv.hyp.TartuNLP.liv.txt,171,TGT,eng,liv,31,1665744790.477,1665744799.457
engliv0d03,generaltest2022.en-liv.hyp.NiuTrans.liv.txt,264,TGT,eng,liv,0,1665744800.55,1665744808.3
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,271,TGT,eng,liv,33,1665744809.448,1665744817.808
engliv0d03,generaltest2022.en-liv.hyp.TAL-SJTU.liv.txt,386,TGT,eng,liv,67,1665744819.029,1665744828.821
