formal-school-5	1	1
formal-school-169	1	5
formal-school-24	1	2
personal-travelling-4	1	1
formal-job-29	1	2
formal-job-68	1	2
personal-school-92	1	1
personal-housing-31	1	4
formal-housing-6	1	1
personal-general-0	1	1
formal-job-32	1	1
personal-housing-40	1	1
personal-housing-39	1	3
personal-health-34	1	1
personal-health-3	1	1
personal-school-91	1	1
personal-general-188	1	1
personal-school-19	1	3
news-general-7	1	2
formal-job-43	1	1
personal-health-60	1	1
formal-health+job-2	1	1
personal-school-94	1	1
personal-war_politics-16	1	1
formal-health-34	1	1
formal-school-74	1	5
formal-school-54	1	2
formal-school-33	1	1
personal-general-17	1	1
personal-general-3	1	1
news-general-6	1	3
personal-general-45	1	1
personal-health-47	1	1
formal-school-69	1	2
personal-health-41	1	1
formal-health-14	1	1
personal-general-140	1	3
personal-job-0	1	2
formal-health-2	1	6
formal-job-27	1	1
personal-general-31	1	2
personal-war_politics-18	1	1
formal-school-160	1	1
personal-general-103	1	1
personal-housing-24	1	2
other-general-12	1	1
news-war_politics-10	1	5
personal-general-100	1	1
personal-health-22	1	1
formal-job-59	1	1
personal-health-28	1	1
news-war_politics-37	1	2
formal-health-23	1	1
personal-housing-5	1	1
personal-general-193	1	1
news-war_politics-18	1	2
personal-travelling-6	1	1
formal-school-162	1	3
personal-general-146	1	1
formal-school-13	1	1
formal-school-83	1	2
personal-school-47	1	1
personal-general-60	1	1
formal-school-73	1	1
formal-school-71	1	3
formal-school-142	1	1
news-war_politics-14	1	2
personal-job-13	1	5
formal-health-10	1	1
personal-general-139	1	1
personal-general-57	1	1
formal-job-55	1	3
personal-general-123	1	1
personal-health-5	1	1
personal-general-191	1	1
formal-school-57	1	1
personal-school-53	1	2
personal-general-50	1	3
personal-general-19	1	1
formal-health-15	1	1
formal-health-27	1	1
personal-travelling-1	1	1
formal-health-39	1	3
formal-school-158	1	1
personal-housing-38	1	6
formal-job-24	1	1
formal-school-118	1	1
personal-general-175	1	1
formal-school-100	1	1
personal-general-30	1	1
