en_zh-TW_CLIENT-05_2020-12-20-25_doc02	1	2
en_zh-TW_CLIENT-05_2020-12-20-238_doc00	1	1
en_zh-TW_CLIENT-05_2020-12-20-59_doc04	1	1
en_zh-TW_CLIENT-05_2020-12-20-175_doc09	1	2
en_zh-TW_CLIENT-05_2020-12-20-230_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-13-232_doc06	1	1
en_zh-TW_CLIENT-05_2020-12-20-233_doc07	1	1
en_zh-TW_CLIENT-05_2020-12-20-86_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-204_doc0	1	3
en_zh-TW_CLIENT-05_2020-12-20-25_doc0	1	4
en_zh-TW_CLIENT-05_2020-12-13-127_doc08	1	1
en_zh-TW_CLIENT-05_2020-12-13-127_doc05	1	1
en_zh-TW_CLIENT-05_2020-12-20-238_doc07	1	4
en_zh-TW_CLIENT-05_2020-12-20-365_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-175_doc00	1	2
en_zh-TW_CLIENT-05_2020-12-20-162_doc0	1	4
en_zh-TW_CLIENT-05_2020-12-13-127_doc00	1	1
en_zh-TW_CLIENT-05_2020-12-20-134_doc02	1	2
en_zh-TW_CLIENT-05_2020-12-20-175_doc01	1	1
en_zh-TW_CLIENT-05_2020-12-20-298_doc00	1	1
en_zh-TW_CLIENT-05_2020-12-20-40_doc05	1	2
en_zh-TW_CLIENT-05_2020-12-20-201_doc03	1	2
en_zh-TW_CLIENT-05_2020-12-20-128_doc04	1	2
en_zh-TW_CLIENT-05_2020-12-20-238_doc02	1	1
en_zh-TW_CLIENT-05_2020-12-20-44_doc00	1	1
en_zh-TW_CLIENT-05_2020-12-20-19_doc05	1	1
en_zh-TW_CLIENT-05_2020-12-20-281_doc04	1	1
en_zh-TW_CLIENT-05_2020-12-13-232_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-313_doc0	1	5
en_zh-TW_CLIENT-05_2020-12-20-298_doc03	1	2
en_zh-TW_CLIENT-05_2020-12-20-44_doc07	1	1
en_zh-TW_CLIENT-05_2020-12-20-221_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-288_doc08	1	2
en_zh-TW_CLIENT-05_2020-12-20-281_doc07	1	2
en_zh-TW_CLIENT-05_2020-12-20-74_doc0	1	6
en_zh-TW_CLIENT-05_2020-12-20-329_doc0	1	4
en_zh-TW_CLIENT-05_2020-12-13-134_doc08	1	3
en_zh-TW_CLIENT-05_2020-12-20-205_doc05	1	1
en_zh-TW_CLIENT-05_2020-12-20-74_doc01	1	1
en_zh-TW_CLIENT-05_2020-12-20-236_doc08	1	2
en_zh-TW_CLIENT-05_2020-12-20-109_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-204_doc00	1	3
en_zh-TW_CLIENT-05_2020-12-20-114_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-20-42_doc0	1	3
en_zh-TW_CLIENT-05_2020-12-20-238_doc05	1	1
en_zh-TW_CLIENT-05_2020-12-20-277_doc09	1	1
en_zh-TW_CLIENT-05_2020-12-20-323_doc006	1	2
en_zh-TW_CLIENT-05_2020-12-20-107_doc01	1	1
en_zh-TW_CLIENT-05_2020-12-13-10_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-296_doc08	1	2
en_zh-TW_CLIENT-05_2020-12-20-107_doc0	1	3
en_zh-TW_CLIENT-05_2020-12-20-59_doc07	1	1
en_zh-TW_CLIENT-05_2020-12-13-317_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-20-128_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-20-233_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-20-256_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-201_doc0	1	4
en_zh-TW_CLIENT-05_2020-12-20-248_doc093	1	5
en_zh-TW_CLIENT-05_2020-12-20-168_doc09	1	1
en_zh-TW_CLIENT-05_2020-12-20-221_doc07	1	2
en_zh-TW_CLIENT-05_2020-12-20-323_doc07	1	2
en_zh-TW_CLIENT-05_2020-12-20-59_doc0	1	2
en_zh-TW_CLIENT-05_2020-12-20-250_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-20-238_doc03	1	2
en_zh-TW_CLIENT-05_2020-12-20-277_doc06	1	1
en_zh-TW_CLIENT-05_2020-12-20-74_doc06	1	1
en_zh-TW_CLIENT-05_2020-12-20-370_doc03	1	2
en_zh-TW_CLIENT-05_2020-12-13-19_doc08	1	1
en_zh-TW_CLIENT-05_2020-12-20-204_doc08	1	1
en_zh-TW_CLIENT-05_2020-12-20-235_doc05	1	3
en_zh-TW_CLIENT-05_2020-12-20-24_doc0	1	5
en_zh-TW_CLIENT-05_2020-12-20-298_doc06	1	1
en_zh-TW_CLIENT-05_2020-12-20-44_doc003	1	1
en_zh-TW_CLIENT-05_2020-12-13-127_doc020	1	3
en_zh-TW_CLIENT-05_2020-12-13-317_doc02	1	2
en_zh-TW_CLIENT-05_2020-12-13-232_doc02	1	1
en_zh-TW_CLIENT-05_2020-12-20-236_doc0	1	7
en_zh-TW_CLIENT-05_2020-12-20-256_doc08	1	4
en_zh-TW_CLIENT-05_2020-12-20-74_doc07	1	1
en_zh-TW_CLIENT-05_2020-12-20-19_doc07	1	2
en_zh-TW_CLIENT-05_2020-12-20-296_doc01	1	5
en_zh-TW_CLIENT-05_2020-12-13-127_doc07	1	1
en_zh-TW_CLIENT-05_2020-12-20-49_doc03	1	1
en_zh-TW_CLIENT-05_2020-12-20-250_doc02	1	1
en_zh-TW_CLIENT-05_2020-12-20-370_doc0	1	6
en_zh-TW_CLIENT-05_2020-12-20-101_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-20-238_doc0	1	3
en_zh-TW_CLIENT-05_2020-12-20-296_doc0	1	1
en_zh-TW_CLIENT-05_2020-12-13-317_doc06	1	1
en_zh-TW_CLIENT-05_2020-12-20-205_doc0	1	4
en_zh-TW_CLIENT-05_2020-12-20-205_doc09	1	1
en_zh-TW_CLIENT-05_2020-12-20-348_doc0	1	2
xinhua-zh-01.104000	1	11
xinhua-zh-01.103896	1	10
voa-voachinese.14555	11	21
xinhua-zh-01.104145	2	12
xinhua-zh-01.104086	1	11
hunan_ribao-zh.7743	1	11
xinhua-zh-01.103929	1	6
xinhua-zh-01.103859	1	9
xinhua-zh-01.103893	1	7
nhan_dan-zh.8742	5	15
xinhua-zh-01.103922	1	6
xinhua-zh-01.104067	1	11
xinhua-zh-01.104238	1	10
nhan_dan-zh.8720	7	17
xinhua-zh-01.104266	17	27
xinhua-zh-01.103949	7	17
hunan_ribao-zh.7750	1	6
xinhua-zh-01.104156	1	6
xinhua-zh-01.104239	1	11
xinhua-zh-01.103911	2	12
ecommerce_zh_taobao.com_55736665	19	29
ecommerce_zh_dianping.com_197635218	1	11
ecommerce_zh_suning.com_26206513	3	13
ecommerce_zh_suning.com_169469084	8	18
ecommerce_zh_dangdang.com_98547779	1	11
ecommerce_zh_taobao.com_88654361	17	27
ecommerce_zh_meituan.com_155073907	12	22
ecommerce_zh_dangdang.com_34687022	1	11
ecommerce_zh_meituan.com_147548192	2	12
ecommerce_zh_jd.com_93697031	2	12
ecommerce_zh_jd.com_199854853	2	12
ecommerce_zh_dangdang.com_171041332	1	9
ecommerce_zh_jd.com_176487535	5	15
ecommerce_zh_xiaohongshu.com_25328504	1	11
ecommerce_zh_gome.com.cn_44767727	4	14
ecommerce_zh_meituan.com_166272631	3	13
ecommerce_zh_dianping.com_85923960	2	12
ecommerce_zh_dianping.com_156665854	6	16
social_zh_twitter.com_139151229	12	22
social_zh_bilibili.com_40511809	16	26
social_zh_zhihu.com_67972878	7	17
social_zh_linkedin.com_64294731	10	20
social_zh_douyin.com_12636584	4	14
social_zh_lofter.com_138998084	3	13
social_zh_bilibili.com_93491517	10	20
social_zh_linkedin.com_85307117	2	12
social_zh_zhihu.com_73484148	1	7
social_zh_twitter.com_49204733	7	17
social_zh_facebook.com_91491766	4	14
social_zh_lofter.com_131449420	4	14
social_zh_weibo.com_148754204	10	20
social_zh_zhihu.com_36447439	5	15
social_zh_weibo.com_53515045	3	13
social_zh_tieba.baidu.com_73936515	9	19
social_zh_linkedin.com_122600385	5	15
social_zh_douban.com_97181248	9	19
