RAW.SCR Z.SCR N SYS N.ALL 
69.7860796984383 -0.237623737914781 1857 ALMAnaCH-Inria.2 2655 
77.4862647007197 0.0402836220731616 1899 HuaweiTSC.3 2615 
74.3485236043798 -0.0107753555733926 1857 Online-B.5 3033 
74.9519633507853 0.0330158269322305 1910 Online-G.7 2984 
75.2461431790605 0.00522665755363657 1923 Online-Y.4 2845 
74.6620054271709 -0.0214142340446733 1904 Online-A.9 2718 
77.4543277603622 0.0546433674977264 1914 JDExploreAcademy.6 2694 
74.6446184305256 -0.00290000659365562 1852 SRPOL.8 2805 
76.715140153544 0.00849545082960034 1867 Lan-Bridge.0 2596 
76.0579568693066 -0.0389508554057753 1793 Online-W.1 2706 
